Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N)
-1.51,0.85,357.06,319.17,325.99,327.52,101.81,132.45
-1.54,0.52,358.28,319.58,326.24,327.41,101.36,131.8
-1.19,0.28,357.88,320.29,326.35,327.5,100.89,130.99
-1.32,0.16,358.73,320.91,326.5,327.41,100.11,130.42
-1.4,0.3,359.67,321.15,326.72,327.3,99.49,129.33
-1.51,0.25,360.24,321.53,326.77,327.44,98.93,128.81
-1.33,0.3,360.58,322.6,326.95,327.17,97.99,127.6
-1.36,1.01,361.79,323.38,326.9,327.28,97.93,126.84
-1.62,0.9,362.79,324.18,326.9,327.58,97.24,125.88
-1.51,1.17,363.05,324.32,326.86,327.34,96.64,125.2
-0.81,1.34,364,325.07,327.09,327.64,95.56,124.07
-0.89,1.39,364,326.06,327.57,327.64,94.62,123.47
-0.93,1.26,365.24,326.41,327.23,327.85,93.68,123.09
-0.69,1.31,366.12,326.82,327.49,327.88,93.68,122.03
-0.49,1.07,366.87,327.94,327.24,327.89,92.45,122
-0.13,0.77,368,328.81,327.22,327.89,91.98,121.13
-0.02,0.67,368.86,329.31,327.92,328.62,91.2,119.67
-0.15,0.71,369.63,330.11,327.57,328.51,90.29,119.37
0.3,0.31,370.44,331.04,327.84,329.6,89.45,118.77
0.79,0.57,371.6,332.02,327.71,329.33,89.06,117.57
0.82,0.74,372.4,332.27,328.14,329.79,88.01,116.71
0.29,1.1,373.17,333.3,327.92,329.66,87.32,116.08
0.5,1.12,373.98,334.25,327.68,329.63,86.7,115.67
0.7,1.7,375.66,334.77,327.95,329.96,85.9,114.81
0.77,1.64,376.28,336,327.79,330.91,85.91,113.43
1.2,2.24,376.6,336.54,327.97,330.67,85.25,113.39
1.24,1.78,378.35,337.2,327.9,330.9,84.08,112.47
0.97,1.67,379.29,337.67,327.53,330.52,83.93,112.14
1.02,1.72,380.92,339.16,327.33,330.99,83.26,111.5
1.26,1.21,381.84,339.81,327.74,331.08,82.61,110.81
1.26,1.23,383.26,340.71,327.58,331.46,82.05,110.47
1.55,1.58,384.54,341.66,327.55,331.61,82,109.05
1.64,1.72,385.39,342.48,327.05,331.43,81.23,108.75
1.39,1.77,386.98,343.33,327.29,331.51,80.13,107.62
0.94,1.56,389.06,344.44,326.78,331.16,79.64,107.59
0.34,1.67,390.37,345.58,326.54,331.9,79.41,106.25
0.29,1.66,392.3,346.4,326.54,332.09,78.77,106.06
-0.09,1.83,394.21,347.98,326.27,331.82,77.61,105.41
-0.32,1.23,396.12,348.63,326.03,332.42,77.37,104.27
-0.01,1.5,397.74,349.36,326.16,332.31,76.5,104.06
-0.48,1.48,399.21,350.78,325.68,332.09,76.36,103.11
-0.83,0.88,402.03,351.79,325.72,332.05,75.66,102.67
0.1,1.37,403.62,352.79,325.29,332.21,75.61,102.23
-0.51,1.21,405.1,353.83,324.8,332.16,75.16,101.37
-0.54,0.85,407.57,355.35,325.22,331.83,74.3,100.91
-0.64,0.96,409.96,356.22,324.79,332.57,74.34,100.44
-0.84,1.09,412.54,356.98,324.93,332.65,73.72,99.81
-0.68,1.18,414.74,358.48,324.7,332.33,73.37,99.06
-1,1.18,417.77,359.19,324.5,332.92,72.62,98.63
-0.87,0.85,419.79,360.95,324.02,333.2,71.69,98.38
-0.87,1.12,421.99,362.1,323.99,332.87,71.41,97.46
-0.98,1.12,424.56,363.07,323.99,333.31,71.19,97.46
-0.59,1.35,427.5,364.76,323.51,333.5,70.82,96.45
-0.37,1.31,429.97,365.98,322.84,333.64,70.09,96.1
-0.1,0.9,432.7,367.07,322.81,333.18,69.99,95.2
-0.03,1.34,435.27,368.16,322.4,333.91,68.81,94.69
-0.16,1.75,438.67,369.6,322.22,334.51,68.75,93.84
-0.24,1.72,441.13,371.26,321.55,334.35,68.84,93.98
-0.16,1.73,443.58,372.38,321.38,334.32,68.38,93.25
0.44,1.42,447.6,373.81,321.06,334.43,68.38,92.84
0.36,1.99,450.42,374.68,320.39,334.44,67.85,92.02
0.2,2.02,453.18,376.34,320.35,335.09,67.04,91.45
0.55,1.89,455.76,377.51,319.75,335.12,66.77,90.89
0.29,1.28,459.07,379.06,319.62,335.28,65.97,89.88
0.53,1.42,461.99,380.55,319.02,335.82,65.48,90.35
0.83,0.72,465.16,382.13,318.66,335.47,64.83,89.59
0.56,1.12,467.41,383.79,318.57,335.85,64.75,89.37
0.04,0.99,471.04,386.07,317.9,335.89,64.55,89.75
0.55,1.4,473.71,387.75,317.57,335.89,64.16,89.72
0.69,1.56,476.52,389.98,316.97,336.35,64.05,89.07
0.43,1.36,479.63,391.42,316.33,336.51,63.38,88.91
0.4,1.63,482.34,393.24,316.36,337.17,63.35,88.47
1.23,1.45,485.11,394.98,315.53,337.03,63.02,88.01
0.4,1.59,487.54,397.54,315.5,336.76,62.86,87.42
0.43,1.34,489.79,399.4,314.73,337.22,62.47,87.58
0.47,1.4,492.82,401.23,314.54,337.44,62.81,87.66
0.69,1.4,494.51,403.78,314.08,337.58,62.44,87.99
0.55,1.34,497.3,405.33,313.88,337.39,62.46,87.91
0.82,1.39,499.94,408.13,312.99,337.53,62.29,87.53
0.45,1.21,502.5,410.35,312.72,337.83,62.05,87.71
0.5,1.23,504.24,412.99,311.95,337.81,62.06,87.25
0.22,1.39,507.07,415.98,310.85,338.02,61.82,87.23
-0.16,0.63,509.44,418.2,311.17,337.99,62.19,86.88
-0.64,0.61,512.03,421.22,310.4,338.18,61.55,86.99
-0.43,0.47,513.82,423.45,309.94,338.27,62.09,87.26
-0.16,0.82,516.53,426.52,309.3,338.27,61.73,86.85
0.01,0.87,519.39,429.18,308.85,338.49,61.86,87.25
-0.78,0.95,521.37,431.56,308.71,337.97,61.73,87.42
-0.37,0.98,523.8,434.94,307.88,338,62.03,87.66
-0.48,0.71,526.6,437.98,307.51,338.41,62.8,88.29
-0.22,0.93,528.92,440.75,306.82,338.63,62.28,88.91
-0.65,0.9,531.69,443.6,306.85,338.38,62.83,88.86
-0.24,0.82,534.13,447.09,305.99,338,63.13,89.46
-0.48,1.12,537.09,449.99,305.8,338.03,63.71,89.4
-0.35,0.93,539.6,453.66,305.35,337.65,63.77,90.03
-0.54,0.66,542.21,457.41,304.69,338.11,64.23,90.4
-0.14,0.77,544.26,461.36,304.31,338.06,64.07,91.52
-0.16,1.04,547.52,465.35,303.66,338.2,64.79,91.28
-0.43,1.39,549.76,469.08,303.48,338.34,65.19,92.45
-0.7,1.15,552.56,472.98,302.8,337.63,65.81,92.94
-0.67,0.47,555.19,477.52,302.79,337.61,65.49,93.48
-0.46,1.07,557.88,480.64,302.44,338.1,66.13,94.07
-0.38,1.37,560.9,484.49,301.34,338.34,66.67,95.33
-0.29,1.29,563.38,489.03,301.61,337.99,67.1,96.25
-0.51,1.18,566.29,493.6,300.78,338.18,68.1,96.91
-0.34,1.2,569.58,497.47,300.46,338.48,68.84,98.45
-0.29,1.37,572.6,500.6,300.25,338.37,69.76,99.54
-0.47,1.18,574.78,505.49,299.96,338.52,70.13,100.49
-0.05,1.31,578.51,509.34,299.64,338.56,71.29,101.98
0.04,1.69,581.65,513.22,299.18,338.46,72.15,103.16
0.09,1.2,584.31,516.75,299.62,338.68,73.63,105.3
0.54,1.42,587.19,521.53,298.83,338.73,74.62,106.2
-0.29,1.18,590.31,524.92,298.62,338.89,75.94,108.5
-0.37,0.91,594.07,528.56,298.65,339.43,76.95,111.25
0.17,1.21,597.62,533.39,298.25,338.89,77.57,113.42
-0.23,1.42,600.82,537.34,297.68,339.36,78.99,114.95
-0.27,1.61,605.57,541.82,297.74,339.68,80.19,117.15
0.01,1.29,608.93,545.61,297.67,339.98,81.46,120.27
0.09,1.15,612.3,549.52,297.18,339.74,83.75,122.85
-0.13,1.15,616.19,554.93,297.43,339.82,85.54,124.86
-0.1,1.21,620.46,558.61,296.99,339.71,87.07,128.56
-0.08,1.26,623.98,562.01,296.65,339.8,89.46,131.3
-0.11,1.29,628.45,566.35,296.6,340.52,92.05,134.13
0.14,1.66,632.29,569.81,295.98,340.26,95.15,137.91
-0.18,1.05,636.46,575.06,296.35,340.66,97.87,141.28
-0.21,1.01,641.12,578.99,295.99,341.05,100.16,144.82
0.38,1.45,644.78,583.1,296.01,341.04,102.89,148.62
-0.14,0.93,648.93,588.09,295.93,340.66,106.8,152.83
0.27,0.93,653.37,592.15,295.93,341.45,109.53,156.97
-0.1,1.23,656.97,595.76,295.56,341.48,112.95,161.68
-0.13,0.71,661.47,599.85,295.48,341.56,116.47,166.05
-0.72,1.12,665.15,604.3,295.37,341.04,120.23,170.74
-0.32,0.6,670.69,607.78,295.53,341.59,124.73,175.91
-0.35,0.96,674.14,611.39,295.29,341.32,127.8,180.53
-0.32,1.63,678.88,614.47,295.72,341.92,132.24,185.4
0.16,1.22,681.63,618.07,295.8,342.32,137.39,191.74
-0.1,1.58,686.55,621.28,295.56,342.02,142.2,197.98
-0.58,0.77,689.87,624.36,295.18,342.38,146.9,203.71
-0.48,1.04,693.62,627.77,295.12,342.84,153.07,208.99
0.14,1.04,697.79,630.61,295.12,341.83,165.49,214.57
0.12,1.15,701.96,633.22,295.61,342.27,173.96,220.21
-0.07,1.15,705.62,636.87,295.74,342.27,179.47,226.1
0.18,0.77,708.95,639.14,295.77,342.64,179.04,233.07
-0.5,0.82,713.15,641.81,296.36,342.73,177.84,241.01
0.33,0.91,717.26,643.48,296.01,342.48,180.53,249.28
-0.24,0.79,720.51,645.96,296.36,342.78,190.15,254.62
-0.13,1.17,724.25,648.26,296.87,342.37,204.71,259.59
-0.12,1.17,728.03,650.5,296.75,342.16,221.16,266.2
-0.13,1.17,731.56,653.31,297.11,342.51,229.14,273.89
0.06,1.04,734.99,656.07,297.35,342.45,236.08,282.12
-0.43,1.2,738.58,657.98,297.01,342.26,247.55,289.8
0.03,0.75,741.66,660.78,297.77,341.91,260.15,298.06
-0.19,1.34,744.61,662.54,297.79,341.93,271.39,305.69
0.62,0.9,747.51,664.78,298.06,341.74,279.08,312.37
-0.18,1.48,751.24,667.52,298.06,341.23,287.27,319.28
0.19,1.56,754.13,669.74,298.73,341.74,295.98,329.43
0.41,0.95,756.25,672.38,298.46,341.38,306.52,338.04
0.3,1.34,758.9,674.78,298.75,340.98,316.71,345.56
0.08,1.15,761.62,677.33,298.94,341.31,325.59,352.59
-0.12,1.29,764.07,679.76,299.14,340.95,333.65,360.71
0.17,0.82,766.2,681.7,299.01,340.7,340.14,367.52
0.11,0.85,768.48,683.84,299.17,340.27,348.77,373.64
-0.08,1.69,770.67,686.47,299.26,340.17,361.21,380.89
-0.45,1.34,773.06,688.13,299.54,339.76,370.6,388.56
-0.21,1.04,775.19,690.15,300.07,339.98,379,396.3
-0.48,1.39,776.74,691.78,299.97,340.3,388.02,402.56
-0.32,1.06,778.72,693.86,300.53,340.65,398.45,409.98
-0.03,1.31,780.36,695.14,300.01,339.81,407.97,416.89
0.04,0.93,782.07,696.18,300.79,340.54,417.28,422.12
-0.45,1.42,783.4,697.67,300.19,340.19,425.4,429.04
0.71,1.23,785.3,698.22,301.03,339.84,432.71,436.61
0.07,1.39,786.24,698.91,300.63,340.14,438.89,443.31
-0.2,1.39,787.97,698.91,300.86,340.32,446.28,448.29
-0.37,1.5,789.24,699.84,300.62,340.19,454.26,453.06
0.14,1.5,790.84,700.36,301.53,340.27,459.27,457.39
0.12,1.37,792.27,701.59,301.26,340.13,462.14,462.25
0.28,1.66,793.48,701.4,301.45,339.87,464.84,467.79
0.03,1.56,795.61,702.24,301.8,339.75,468.27,473.23
0.18,0.93,796.29,703.04,301.66,339.97,473.55,478.02
0.16,1.24,798.2,703.07,302.17,339.97,478.66,482.17
-0.21,1.18,799.48,703.86,302.57,339.86,483.51,485.36
0.25,1.61,801.06,703.73,301.7,339.94,486.91,489.08
-0.16,1.23,802.09,704.72,302.03,339.28,488.16,492.25
0.22,1.47,803.1,704.56,302.35,339.56,489.52,495.1
0.03,1.58,803.13,705.53,302.14,339.14,492.49,498.3
0.36,1.25,804.1,706.38,302.83,338.93,495.74,501.02
0.49,0.93,804.46,706.55,302.85,338.74,497.12,502.84
0.04,1.09,804.45,706.68,303.31,338.91,497.25,505.27
0.22,1.31,805,707.55,303.09,338.76,497.25,507.63
0.3,1.42,805.57,708.33,302.93,338.03,498.29,508.64
0.3,1.25,806.57,708.33,302.71,337.9,498.42,509.56
-0.16,1.85,806.45,708.21,302.93,338.44,498.73,511.2
0.16,1.15,807.1,707.98,303.09,338.55,496.98,512.46
0.06,1.18,807.25,708.07,303.22,338.08,494.33,513.7
0.09,1.2,807.34,707.5,303.44,337.11,491.73,514.2
-0.27,1.25,806.26,708.33,303.88,338.09,489.9,513.89
-0.24,1.01,806.83,708.76,304.03,337.21,488.92,513.69
0.22,1.15,806.84,708.71,303.99,337.32,486.47,513.41
0.44,1.2,806.65,708.4,304.15,337.14,483.82,513.1
0.55,1.25,806.66,708.07,304.1,336.48,482.07,512.51
-0.18,1.07,807.67,707.15,304.82,336.43,481.19,511.62
0.29,1.37,808.32,706.82,304.38,336.34,480.73,510.72
-0.16,1.29,807.53,706.56,305.17,336.15,479.12,509.08
0.36,1.47,807.08,706.24,305.08,335.9,477.77,508.14
0.28,0.63,807.09,706.9,305.14,335.39,475.8,507.07
-0.42,0.85,806.92,706.3,305.71,335.73,474.08,505.78
-0.13,1.31,805.49,706.48,305.64,334.95,471.63,504.54
0.3,1.2,806.77,706.05,306.04,335.11,469.66,502.6
-0.16,1.17,806.46,705.94,306.53,334.62,467.28,500.96
-0.2,1.17,806.69,705.02,306.6,334.73,463.6,499.51
-0.07,1.23,805.44,705.15,307.42,334.71,459.82,497.57
0.24,0.63,805.37,705.16,307.51,334.08,456.35,496.44
-0.43,1.1,804.7,704.57,307.43,334.51,453.41,493.78
-0.1,0.96,803.17,704.21,308.42,333.94,450.64,492.69
0.19,1.18,801.96,704.62,308.57,333.84,446.93,490.77
0.09,1.39,801.6,703.64,308.58,333.64,443.51,487.97
-0.2,1.04,800.39,703.38,308.84,333.5,440.9,486.63
-0.16,0.9,798.98,702.96,309.11,333.04,439.36,485.09
0.52,1.21,798.85,702.75,309.59,332.85,435.88,482.91
-0.27,1.28,798.8,702.62,309.82,333.02,434.37,481.46
-0.34,0.96,798.93,702.76,310.15,332.97,432.93,479.48
-0.13,0.69,798.62,703.46,310.71,332.83,430.32,478.36
-0.11,1.4,798.79,703.63,310.82,333.23,427.92,476.36
-0.46,1.45,799.67,703.09,311.56,332.66,426.18,474.18
-0.32,1.15,799,701.9,311.37,332.01,423.57,472.68
-0.37,0.98,799.39,701.56,312.12,,420.44,470.27
-0.35,1.25,799.36,701.84,,,418.04,468.11
-0.19,0.77,799.99,700.95,,,414.75,466.39
-0.32,1.09,799.79,701.41,,,412.05,464.92
0.24,1.04,801.13,701.41,,,408.16,462.88
-0.11,1.5,801.28,701.45,,,406.35,460.47
-0.21,1.45,800.83,700.98,,,403.83,458.91
0.06,1.09,799.94,700.32,,,400.76,456.66
0.38,1.8,800.38,700.34,,,399.05,454.91
0.22,1.5,800.4,700.26,,,396.48,452.56
-0.1,1.39,800.11,700.73,,,395.5,450.52
0.33,0.99,800.07,699.9,,,393.1,448.88
-0.15,1.72,800.04,699.53,,,391.31,446.45
0.52,1.42,800.25,698.49,,,390.03,443.98
0.15,1.5,799.26,698.25,,,388.42,441.61
-0.1,1.42,800.71,697.15,,,385.99,439.78
-0.26,1.34,800.45,696.48,,,384.82,437.38
-0.08,1.02,800.2,695.27,,,383.1,435.42
-0.16,1.13,798.94,694.87,,,381.37,433
0.22,1.26,798.7,693.91,,,378.5,431.2
0.15,1.47,797.73,693.76,,,376.33,428.2
-0.21,1.45,796.02,692.04,,,374.48,426.65
0.27,1.12,794.97,691.87,,,372.11,424.25
0.04,0.99,794.15,691.04,,,369.34,421.66
-0.19,0.93,793.68,690.13,,,367.06,419.21
-0.69,1.69,792.21,689.23,,,365.17,417.14
-0.56,1.28,791.32,688.73,,,362.95,414.72
-0.43,0.71,789.69,687.68,,,361.24,412.16
0.28,0.99,788.56,686.26,,,359.8,409.71
-0.05,0.95,787.07,684.65,,,358.43,407.59
-0.27,0.91,785.49,683.39,,,356.27,404.97
-0.21,1.23,784.99,680.91,,,354.93,402.39
-0.03,0.72,783.97,679.19,,,353.73,399.8
-0.38,1.28,783.41,677.89,,,352.26,397.43
-0.4,0.98,782.39,675.63,,,349.98,395.31
0.13,1.07,780.74,673.07,,,348.62,392.1
-0.22,0.85,778.69,670.67,,,346.79,390.06
-0.67,1.17,778.4,669.26,,,344.65,388.12
-0.65,1.2,777.52,666.05,,,342.53,384.61
-0.32,0.76,777.03,663.7,,,340.77,382.33
6.72E-04,0.9,775.27,661.48,,,338.66,380.29
0.16,0.63,774.84,660.2,,,336.31,377.4
-0.37,0.82,774.06,657.64,,,334.75,374.49
-0.16,1.37,772.93,654.84,,,333.52,372.34
0,1.12,770.62,652.64,,,331.7,370.17
0.35,1.12,768.6,649.32,,,329.96,367.51
-0.02,0.99,768.01,645.97,,,328.62,364.84
-0.04,1.21,766.77,642.41,,,327.75,362.83
0.68,1.18,766,637.81,,,325.97,360.74
0.49,1.31,765.22,633,,,324.02,357.96
0.32,1.1,763.33,628.84,,,322.92,356.48
0.47,1.23,760.49,625.91,,,322.2,354.37
0.55,1.55,757.46,623,,,320.35,352.19
0.76,1.64,754.38,619.91,,,318.8,350.15
0.09,1.72,751.87,616,,,317.67,348.06
-0.23,1.34,747.56,612.54,,,315.32,346.29
-0.31,1.2,744.8,607.19,,,313.55,344.52
0.1,1.18,742.73,602.33,,,312.29,342.92
0.2,1.42,738.22,597.81,,,310.55,341.13
-0.01,1.42,734.24,592.01,,,309.26,339.58
-0.48,1.37,730.11,586.44,,,306.99,337.75
0.11,1.5,725.68,581.35,,,305.72,336.83
0.19,1.29,719.62,575.18,,,304.73,335.42
-0.34,1.34,715.91,569.25,,,303.39,333.73
-0.05,0.9,710.86,563.03,,,302.53,332.81
0.36,1.04,706.73,556.2,,,301.06,331.4
0.19,1.04,700.53,549.88,,,300.21,330.93
-0.51,1.56,696.41,542.33,,,298.62,328.95
-0.19,1.23,690.77,533.16,,,298.06,328.24
-0.46,0.85,683.76,523.95,,,297.27,327.59
-0.16,1.37,676.2,515.77,,,296.39,326.89
-0.59,0.91,669.37,504.72,,,295.5,326.15
-0.27,1.2,660.26,495.66,,,294.8,325.39
-0.56,1.47,652.22,485.63,,,293.79,324.46
-0.7,1.36,643.06,476,,,292.42,324.22
-0.21,1.18,634.91,467.08,,,290.84,323.6
-0.04,1.53,626.49,457.81,,,289.68,323.44
-0.54,1.44,616.84,449.33,,,288.84,322.84
-0.43,1.28,608.05,439.44,,,288.31,323.08
-0.22,1.23,597.21,429.64,,,288.26,322.44
-0.44,0.64,583.8,419.55,,,286.82,322.9
-0.29,1.09,570.72,410.67,,,286.98,322.49
-0.43,1.03,558.82,399.25,,,286.93,322.91
0.06,1.42,547,390.07,,,286.34,322.74
-0.15,1.04,536.05,379.35,,,286.13,323.2
-0.32,1.26,521.27,370.09,,,285.45,323.04
-0.16,1.01,508.47,358.86,,,284.81,323.64
-0.11,1.34,493.71,349.65,,,284.91,324.27
-0.26,1.28,477.41,337.84,,,284.73,324.68
-0.13,1.55,459.76,325.65,,,283.86,324.46
-0.11,1.06,441.29,312.78,,,283.54,325.12
0.06,1.5,423.59,298.62,,,283.73,325.71
0.09,1.42,400.99,285.49,,,283.75,326.18
0.47,1.37,383.29,271.03,,,284.07,327.32
0.2,1.12,364.41,256.52,,,284.07,327.92
0.33,1.48,344.28,241.16,,,284.87,329.12
0.38,0.98,322.08,228.36,,,284.63,329.83
0.52,1.47,304.33,212.28,,,284.84,330.75
0.53,1.26,284.91,200.34,,,284.77,331.03
0.41,1.03,266.04,185.28,,,284.78,332.01
0.26,1.42,246.07,170.99,,,285.26,332.72
0.24,1.67,226.34,154.77,,,286.01,333.84
0.47,1.61,205.56,136.55,,,285.95,334.4
0.41,1.58,177.67,121.4,,,286.81,335.39
0.33,1.82,157.15,101.88,,,287.53,336.53
0.3,1.34,135.31,85.61,,,287.71,337.67
0.06,1.34,117.15,70.73,,,288.92,338.68
0.44,1.55,96.72,58.27,,,288.79,338.55
-0.15,0.91,81.85,38.87,,,288.97,340.24
0.4,1.23,69.9,22.98,,,290.53,339.89
0.09,1.47,60.08,6.07,,,291.37,341.5
0.01,1.53,45.61,-6.6,,,291.99,342.18
-0.29,1.04,33.65,-10.53,,,293,343.27
0.06,1.31,19.04,-12.7,,,293.77,344.01
-0.83,1.33,0.32,-15.38,,,294.58,344.82
-0.43,1.04,-14.18,-17.93,,,295.3,345.59
-0.31,1.2,-29.06,-17.16,,,295.85,346.36
-0.22,0.52,-36.22,-14.3,,,296.97,347.85
-0.54,0.58,-28.02,-17.24,,,297.91,348.65
-0.1,0.96,-11.44,-23.14,,,299.11,349.84
0.11,1.2,-7.92,-23.27,,,300.47,351.02
-0.24,1.15,-17.29,-22.76,,,301.4,351.84
-0.51,0.98,-31.3,-25.01,,,302.18,352.71
-0.29,0.98,-34.21,-26.17,,,303.12,354.32
-0.15,1.28,-24.2,-26.11,,,304.75,354.95
-0.24,1.39,-22.66,-27.75,,,305.79,356.43
-0.22,1.09,-23.5,-27.96,,,307.28,357.08
0.06,1.37,-23.17,-25.99,,,308.19,358.69
-0.53,1.31,-24.48,-24.41,,,310.12,359.84
0.11,1.29,-24.46,-20.73,,,311.59,361.38
-0.08,1.56,-24.25,-16.65,,,312.92,362.1
-0.55,1.2,-26,-12.55,,,314.69,363.11
0.03,0.8,-26.57,-8.05,,,316.19,365.15
-0.3,1.25,-26.93,-4.95,,,317.39,366.11
0.03,0.88,-26.02,-4.07,,,319.28,367.63
0.62,1.15,-26.17,-0.63,,,320.88,369.32
0.12,0.88,-21.85,4.81,,,322.14,370.6
0.39,1.25,-21.42,9.13,,,323.75,372.07
0.09,1.29,-16.36,9.58,,,325.28,373.76
0.3,1.47,-5.47,5.92,,,327.28,375.29
0.76,1.1,0.17,4.08,,,328.51,377.11
0.25,1.15,2.18,1.33,,,329.66,378.47
0.28,1.17,1.66,1.08,,,332.58,380.28
0.25,1.01,9.34,-1.64,,,333.69,382.17
0.53,1.41,13.55,-6.58,,,335.34,383.88
0.12,1.2,23.62,-8.47,,,337.02,384.83
0.71,1.2,31.61,-8.4,,,338.74,386.74
0.46,1.42,35.07,-8.42,,,340.18,388.7
0.44,1.4,34.17,-7.76,,,342.1,390.08
0.42,1.64,15.98,-5.44,,,343.47,391.49
0.1,1.69,-0.8,-4.12,,,345.56,392.72
0.31,1.26,2.82,-4.78,,,346.99,394.76
0.22,1.45,19.4,-1.93,,,348.33,394.92
0.41,1.18,15.81,3.17,,,350.34,396.5
0.14,1.34,17.71,5.02,,,350.77,398.19
0.53,1.47,13.94,9.39,,,352.62,398.7
-0.21,1.5,10.48,8.83,,,353.99,399.92
0.24,1.23,11.8,0.72,,,355.59,401.06
-0.26,0.82,11.46,2.22,,,357.42,402.34
-0.1,1.88,4.87,6.78,,,358.73,402.45
-0.1,1.23,-2.08,8.01,,,360.1,403.67
-0.22,1.15,-10.52,0.59,,,361.62,404.94
-0.32,1.53,-9.15,-4.75,,,362.88,404.94
-0.05,1.21,1.41,-4.8,,,364.54,405.43
-0.3,1.23,3.2,-1.58,,,365.59,405.6
-0.41,1.64,0.2,-2.35,,,366.94,406.47
-0.16,1.51,-3.41,-2.82,,,367.74,406.65
0.27,19.4,-5.87,-2.53,,,368.6,406.22
-0.72,130.72,-17.95,0.87,,,370.09,406.84
-7.71,322.84,-23.57,7.75,,,370.34,406.95
-9.21,507.81,-26.46,12.23,,,371.14,407.27
-7.84,538.54,-28.33,12.94,,,371.78,407.46
-2.99,481.32,-23.43,7.72,,,373.13,407.17
-8.96,415.75,-15.56,2.27,,,372.94,406.81
-8.78,352.05,-4.47,-2.24,,,374.38,407.19
167.13,203.12,6.59,-0.46,,,374.62,406.67
769.18,98.65,12.06,1.41,,,375.3,406.21
1467.26,51.19,10.28,0.63,,,375.75,406.62
1746.61,59.41,7.96,-2.86,,,376.42,406.29
1791.11,80.64,7.22,-0.46,,,376.5,406.21
1562.77,202.8,-4.24,3.47,,,376.69,405.75
1473.27,442.18,-10.11,5.43,,,377.63,405.39
1371.31,787.59,0.35,6.49,,,377.66,405.04
1402.94,996.81,13.75,5,,,377.73,404.17
1275.17,1025.17,11.23,5.67,,,377.93,404.09
1094.26,1042.63,-5.24,7.83,,,378.33,403.48
913.76,1043.42,-13.51,8.81,,,378.27,402.72
849.73,1061.39,-12.38,6.63,,,378.35,402.43
871.79,992.93,-3.84,5.91,,,377.84,402.04
886.22,921.17,2.09,3.23,,,377.87,401.21
826.05,835.36,-0.37,1.81,,,377.93,400.82
701.36,809.43,-0.81,1.18,,,377.53,399.76
636.49,884.93,4.5,0.09,,,377.42,398.83
653.34,918.24,1.83,-0.85,,,376.96,398.4
732.57,903.71,0.15,-0.96,,,376.7,397.85
876.28,810.69,10.48,-1.01,,,376.15,397.67
908.1,755.79,16.39,-1.23,,,375.72,396.6
880.54,744.08,18.94,-0.5,,,375.32,395.92
825.32,742.7,21.87,-0.32,,,375.06,394.62
807.65,744.79,13.13,-0.37,,,374.63,393.62
812.5,740.87,-0.96,1.13,,,373.63,393.29
771.18,773.01,-8.92,1.05,,,373.72,392.17
756.96,810.94,-10.09,0.86,,,372.91,391.69
733.62,818.51,-8.64,2.01,,,371.78,390.29
732.3,802.15,-5.3,2.96,,,371.14,389.64
704.55,783.42,-0.64,1.95,,,370.27,388.72
674.93,752.13,-0.09,1.51,,,369.71,387.52
652.11,773.54,-0.15,0.34,,,368.91,387.03
659.29,802.02,-0.39,-1.03,,,368.08,385.76
670.35,827.49,1.55,-3.06,,,367.16,384.94
682.5,821.36,3.02,-3.6,,,366.67,383.85
666.96,818.04,3.97,-4.37,,,365.84,382.85
646.44,811.56,1.35,-4.94,,,365.25,381.9
635.16,775.55,1.1,-3.63,,,364.15,380.98
624.17,762.56,3.88,-3.25,,,363.29,380
628.53,738.97,6.23,-2.62,,,362.8,378.97
651.69,726.96,1.68,-0.95,,,362.16,377.95
645.76,705.79,-4.86,1.23,,,360.94,376.11
620.47,659.37,-8.04,2.08,,,360.77,375.46
616.21,582.93,-9.78,2.58,,,359.93,374.6
645.83,558.54,-11.71,3.07,,,358.71,373.31
646.61,571.13,-10.17,1.71,,,358.2,372.34
618.22,623.16,-10.4,2.3,,,357.4,371.28
623.08,653.65,-7.79,2.77,,,356.46,370.79
640.69,644.02,-2.1,2.52,,,355.6,369.13
629.1,608.62,2.15,2.4,,,355.16,368.62
658.16,575.75,3.78,1.06,,,353.95,367.51
678.55,517.05,6.2,0.16,,,353.82,366.72
726.72,473.33,8.5,-0.49,,,352.95,365.91
753.14,458.14,11.6,-1.18,,,352.52,364.71
741.45,478.24,12.71,-0.73,,,351.64,364.14
719.2,517.5,8.5,-1.18,,,350.64,364.09
730.33,537.4,-0.03,0.14,,,349.53,363.24
742.36,548.11,-3.43,2.11,,,349,362.35
740.71,548.44,-6.11,3.66,,,348.3,361.43
751.69,543.81,-6.66,3.76,,,347.49,360.97
756.97,563.22,-6.25,5.06,,,347.19,360.37
784.41,569.39,-5.28,5.19,,,346.66,359.94
820.7,576.2,-5.54,5.05,,,345.85,359.61
841.41,599.84,-5.16,4.12,,,345.47,358.47
850.04,614.74,-2.85,2.45,,,344.16,357.95
854.04,629.46,-1.85,0.27,,,343.54,357.79
864.22,644.51,0.48,-0.57,,,343.04,357.63
886.88,654.62,1.97,-1.42,,,342.41,357.76
900.06,668.54,3.58,-1.42,,,341.84,357.27
907.79,681.36,4.67,-1.55,,,341.44,356.84
